R_fighter,B_fighter,R_record,B_record,Rematch,R_SIG_STR.,B_SIG_STR.,R_CTRL,B_CTRL,win_by,last_round,last_round_time,date,Fight_type,Winner,Excitement
Tanner Boser,Aleksa Camur,20_10_1,6_2_0,False,120_215,68_136,327,61,Decision - Unanimous,3,300,5-Aug-23,Men's Bout,Tanner Boser,19.044
Jeremiah Wells,Carlston Harris,12_2_1,18_5_0,False,18_48,5_19,566,13,Submission,3,110,5-Aug-23,Men's Bout,Carlston Harris,10.436
Billy Quarantillo,Damon Jackson,17_5_0,22_5_1,False,100_188,67_173,111,370,Decision - Unanimous,3,300,5-Aug-23,Men's Bout,Billy Quarantillo,14.785
Cory Sandhagen,Rob Font,16_4_0,20_6_0,False,34_84,9_49,1178,68,Decision - Unanimous,5,300,5-Aug-23,Men's Bout,Cory Sandhagen,7.118
Ignacio Bahamondes,Ludovit Klein,14_4_0,19_4_1,False,43_139,56_108,7,365,Decision - Unanimous,3,300,5-Aug-23,Men's Bout,Ludovit Klein,14.532
Ode Osbourne,Assu Almabayev,12_5_0,17_2_0,False,4_18,26_40,21,324,Submission,2,191,5-Aug-23,Men's Bout,Assu Almabayev,13.612
Sean Woodson,Dennis Buzukja,9_1_1,8_3_0,False,71_126,42_116,352,150,Decision - Unanimous,3,300,5-Aug-23,Men's Bout,Sean Woodson,19.166
Cody Durden,Jake Hadley,15_4_1,10_1_0,False,38_85,26_83,445,124,Decision - Unanimous,3,300,5-Aug-23,Men's Bout,Cody Durden,17.365
Dustin Poirier,Justin Gaethje,29_7_0,24_4_0,True,27_52,41_66,0,0,KO/TKO,2,60,29-Jul-23,Men's Bout,Justin Gaethje,53.92
Gabriel Bonfim,Trevin Giles,14_1_0,16_4_0,False,3_11,1_5,26,14,Submission,1,73,29-Jul-23,Men's Bout,Gabriel Bonfim,15.84
Derrick Lewis,Marcos Rogerio de Lima,26_12_0,21_9_1,False,17_33,1_1,29,0,KO/TKO,1,33,29-Jul-23,Men's Bout,Derrick Lewis,11.751
CJ Vergara,Vinicius Salvador,11_4_1,14_5_0,False,109_181,88_195,0,1,Decision - Unanimous,3,300,29-Jul-23,Men's Bout,CJ Vergara,23.923
Jan Blachowicz,Alex Pereira,29_9_1,8_2_0,False,52_81,70_92,452,6,Decision - Split,3,300,29-Jul-23,Men's Bout,Alex Pereira,21.13
Roman Kopylov,Claudio Ribeiro,11_2_0,11_3_0,False,32_42,32_59,3,16,KO/TKO,2,33,29-Jul-23,Men's Bout,Roman Kopylov,29.634
Michael Chiesa,Kevin Holland,18_6_0,24_10_0,False,4_11,9_16,15,40,Submission,1,159,29-Jul-23,Men's Bout,Kevin Holland,16.181
Tony Ferguson,Bobby Green,26_8_0,30_14_1,False,54_123,137_217,13,205,Submission,3,294,29-Jul-23,Men's Bout,Bobby Green,19.179
Jake Matthews,Darrius Flowers,18_6_0,12_5_1,False,60_101,36_64,75,63,Submission,2,157,29-Jul-23,Men's Bout,Jake Matthews,20.385
Miranda Maverick,Priscila Cachoeira,13_5_0,12_4_0,False,36_51,11_23,534,0,Submission,3,131,29-Jul-23,Women's Bout,Miranda Maverick,14.896
Matthew Semelsberger,Uros Medic,11_5_0,8_1_0,False,52_120,69_128,73,22,KO/TKO,3,156,29-Jul-23,Men's Bout,Uros Medic,25.895
Danny Roberts,Jonny Parsons,18_7_0,8_3_0,False,44_133,63_124,5,86,KO/TKO,2,297,22-Jul-23,Men's Bout,Jonny Parsons,18.134
Jai Herbert,Fares Ziam,12_4_1,13_4_0,False,49_134,61_113,252,90,Decision - Unanimous,3,300,22-Jul-23,Men's Bout,Fares Ziam,15.611
Davey Grant,Daniel Marcos,15_6_0,14_0_0,False,70_215,48_140,6,13,Decision - Split,3,300,22-Jul-23,Men's Bout,Daniel Marcos,25.922
Molly McCann,Julija Stoliarenko,13_5_0,10_8_2,False,6_16,9_29,7,19,Submission,1,115,22-Jul-23,Women's Bout,Julija Stoliarenko,16.281
Lerone Murphy,Josh Culibao,12_0_1,11_1_1,False,59_109,23_59,458,90,Decision - Unanimous,3,300,22-Jul-23,Men's Bout,Lerone Murphy,24.862
Nathaniel Wood,Andre Fili,19_6_0,22_9_0,False,84_148,58_151,107,175,Decision - Unanimous,3,300,22-Jul-23,Men's Bout,Nathaniel Wood,18.383
Tom Aspinall,Marcin Tybura,13_3_0,24_7_0,False,13_18,4_15,5,0,KO/TKO,1,73,22-Jul-23,Men's Bout,Tom Aspinall,23.53
Paul Craig,Andre Muniz,16_6_1,23_5_0,False,40_82,24_40,176,107,KO/TKO,2,280,22-Jul-23,Men's Bout,Paul Craig,16.363
Marc Diakiese,Joel Alvarez,17_6_0,19_3_0,False,20_46,42_75,189,86,Submission,2,266,22-Jul-23,Men's Bout,Joel Alvarez,17.886
Shauna Bannon,Bruna Brasil,5_0_0,8_3_1,False,54_144,56_90,65,201,Decision - Unanimous,3,300,22-Jul-23,Women's Bout,Bruna Brasil,24.478
Mick Parkin,Jamal Pogues,6_0_0,10_3_0,False,95_156,36_135,0,77,Decision - Unanimous,3,300,22-Jul-23,Men's Bout,Mick Parkin,28.468
Ketlen Vieira,Pannie Kianzad,13_3_0,17_6_0,False,15_33,22_51,649,131,Decision - Unanimous,3,300,22-Jul-23,Women's Bout,Ketlen Vieira,10.613
Chris Duncan,Yanal Ashmouz,10_1_0,7_0_0,False,85_206,35_98,48,0,Decision - Unanimous,3,300,22-Jul-23,Men's Bout,Chris Duncan,32.662
Jafel Filho,Daniel Barez,14_3_0,16_5_0,False,21_54,18_30,55,12,Submission,1,206,22-Jul-23,Men's Bout,Jafel Filho,18.612
Makhmud Muradov,Bryan Barberena,25_8_0,18_10_0,False,54_97,28_81,310,2,Decision - Unanimous,3,300,22-Jul-23,Men's Bout,Makhmud Muradov,17.388
Nazim Sadykhov,Terrance McKinney,8_1_1,14_5_0,False,8_15,6_14,55,256,Submission,2,67,15-Jul-23,Men's Bout,Nazim Sadykhov,15.004
Holly Holm,Mayra Bueno Silva,15_5_0,9_2_1,False,27_39,20_37,185,0,Submission,2,38,15-Jul-23,Women's Bout,Mayra Bueno Silva,19.937
Tucker Lutz,Melsik Baghdasaryan,12_3_0,7_2_0,False,36_109,64_108,379,42,Decision - Unanimous,3,300,15-Jul-23,Men's Bout,Melsik Baghdasaryan,17.0
Jack Della Maddalena,Bassil Hafez,15_2_0,8_3_1,False,83_137,32_124,79,408,Decision - Split,3,300,15-Jul-23,Men's Bout,Jack Della Maddalena,18.461
Ottman Azaitar,Francisco Prado,13_1_0,11_1_0,False,14_33,38_57,0,49,KO/TKO,1,245,15-Jul-23,Men's Bout,Francisco Prado,31.741
Viktoriia Dudakova,Istela Nunes,7_0_0,6_4_0,False,3_11,2_6,6,0,KO/TKO,1,34,15-Jul-23,Women's Bout,Viktoriia Dudakova,22.944
Albert Duraev,JunYong Park,16_4_0,16_5_0,False,31_77,50_96,74,119,Submission,2,285,15-Jul-23,Men's Bout,JunYong Park,16.815
Evan Elder,Genaro Valdez,7_2_0,10_2_0,False,96_195,64_236,6,0,Decision - Unanimous,3,300,15-Jul-23,Men's Bout,Evan Elder,25.72
Norma Dumont,Chelsea Chandler,9_2_0,5_1_0,False,47_76,22_61,538,150,Decision - Unanimous,3,300,15-Jul-23,Women's Bout,Norma Dumont,19.817
Austin Lingo,Melquizael Costa,9_2_0,19_6_0,False,39_139,100_220,0,164,Decision - Unanimous,3,300,15-Jul-23,Men's Bout,Melquizael Costa,19.388
Alexander Munoz,Carl Deaton,6_2_0,17_6_0,False,44_111,37_108,234,0,Decision - Unanimous,3,300,15-Jul-23,Men's Bout,Alexander Munoz,17.792
Tyson Nam,Azat Maksum,21_13_1,16_0_0,False,81_213,46_189,30,22,Decision - Split,3,300,15-Jul-23,Men's Bout,Azat Maksum,25.387
Ashlee Evans-Smith,Ailin Perez,6_5_0,7_2_0,False,12_47,60_104,8,696,Decision - Unanimous,3,300,15-Jul-23,Women's Bout,Ailin Perez,10.27
Robert Whittaker,Dricus Du Plessis,25_6_0,19_2_0,False,31_70,62_104,23,57,KO/TKO,2,143,8-Jul-23,Men's Bout,Dricus Du Plessis,24.664
Alexander Volkanovski,Yair Rodriguez,25_3_0,16_3_0,False,66_97,40_80,433,0,KO/TKO,3,259,8-Jul-23,Men's Title Bout,Alexander Volkanovski,23.428
Yazmin Jauregui,Denise Gomes,10_0_0,7_3_0,False,0_1,17_20,0,10,KO/TKO,1,20,8-Jul-23,Women's Bout,Denise Gomes,15.094
Brandon Moreno,Alexandre Pantoja,21_6_2,25_5_0,True,147_245,129_274,241,506,Decision - Split,5,300,8-Jul-23,Men's Title Bout,Alexandre Pantoja,45.544
Robbie Lawler,Niko Price,29_16_0,15_6_0,False,8_10,2_7,0,0,KO/TKO,1,38,8-Jul-23,Men's Bout,Robbie Lawler,23.972
Tatsuro Taira,Edgar Chairez,13_0_0,10_4_0,False,61_78,25_38,593,25,Decision - Unanimous,3,300,8-Jul-23,Men's Bout,Tatsuro Taira,24.58
Bo Nickal,Val Woodburn,4_0_0,7_0_0,False,7_10,2_9,2,0,KO/TKO,1,38,8-Jul-23,Men's Bout,Bo Nickal,36.127
Jalin Turner,Dan Hooker,13_6_0,22_12_0,False,100_177,125_197,18,189,Decision - Split,3,300,8-Jul-23,Men's Bout,Dan Hooker,21.372
Cameron Saaiman,Terrence Mitchell,8_1_0,14_3_0,False,18_32,3_7,97,66,KO/TKO,1,190,8-Jul-23,Men's Bout,Cameron Saaiman,18.073
Kamuela Kirk,Esteban Ribovics,12_5_0,11_1_0,False,56_107,115_202,380,75,Decision - Unanimous,3,300,8-Jul-23,Men's Bout,Esteban Ribovics,22.462
Shannon Ross,Jesus Aguilar,13_7_0,8_2_0,False,2_3,2_3,0,0,KO/TKO,1,17,8-Jul-23,Men's Bout,Jesus Aguilar,28.481
Vitor Petrino,Marcin Prachnio,9_0_0,16_6_0,False,44_81,55_88,519,18,Submission,3,222,8-Jul-23,Men's Bout,Vitor Petrino,22.111
Jimmy Crute,Alonzo Menifield,12_3_1,13_3_1,True,26_53,21_36,72,105,Submission,2,115,8-Jul-23,Men's Bout,Alonzo Menifield,47.357
Sean Strickland,Abus Magomedov,27_5_0,25_5_1,False,81_188,47_101,10,23,KO/TKO,2,260,1-Jul-23,Men's Bout,Sean Strickland,21.032
Ismael Bonfim,Benoit Saint Denis,19_3_0,12_1_0,False,14_24,13_33,10,177,Submission,1,288,1-Jul-23,Men's Bout,Benoit Saint Denis,22.473
Ariane Lipski,Melissa Gatto,15_8_0,8_1_2,False,66_149,85_186,47,177,Decision - Split,3,300,1-Jul-23,Women's Bout,Ariane Lipski,21.415
Max Griffin,Michael Morales,19_9_0,14_0_0,False,36_102,72_164,130,27,Decision - Unanimous,3,300,1-Jul-23,Men's Bout,Michael Morales,24.848
Damir Ismagulov,Grant Dawson,24_2_0,19_2_1,False,13_28,30_57,8,744,Decision - Unanimous,3,300,1-Jul-23,Men's Bout,Grant Dawson,19.886
Joanderson Brito,Westin Wilson,14_3_1,16_7_0,False,22_30,4_8,128,0,KO/TKO,1,174,1-Jul-23,Men's Bout,Joanderson Brito,16.472
Brunno Ferreira,Nursulton Ruziboev,10_0_0,34_8_2,False,3_5,6_9,0,1,KO/TKO,1,77,1-Jul-23,Men's Bout,Nursulton Ruziboev,32.219
Kevin Lee,Rinat Fakhretdinov,18_7_0,20_1_1,False,3_8,11_17,0,20,Submission,1,55,1-Jul-23,Men's Bout,Rinat Fakhretdinov,22.287
Guram Kutateladze,Elves Brener,12_3_0,15_3_0,False,85_163,65_132,143,168,KO/TKO,3,197,1-Jul-23,Men's Bout,Elves Brener,20.424
Alexandr Romanov,Blagoy Ivanov,16_2_0,19_5_0,False,85_154,44_108,173,0,Decision - Unanimous,3,300,1-Jul-23,Men's Bout,Alexandr Romanov,24.421
Yana Santos,Karol Rosa,14_7_0,16_5_0,False,95_156,66_130,233,41,Decision - Split,3,300,1-Jul-23,Women's Bout,Karol Rosa,20.158
Ivana Petrovic,Luana Carolina,6_0_0,8_4_0,False,22_62,41_87,251,345,Decision - Unanimous,3,300,1-Jul-23,Women's Bout,Luana Carolina,18.134
Neil Magny,Phil Rowe,27_11_0,10_3_0,False,29_65,34_64,271,278,Decision - Split,3,300,24-Jun-23,Men's Bout,Neil Magny,13.957
Brendan Allen,Bruno Silva,21_5_0,23_9_0,False,30_56,20_38,149,2,Submission,1,279,24-Jun-23,Men's Bout,Brendan Allen,15.916
Mateusz Rebecki,Loik Radzhabov,17_1_0,17_4_1,False,54_95,19_54,117,3,KO/TKO,2,156,24-Jun-23,Men's Bout,Mateusz Rebecki,25.139
Josh Emmett,Ilia Topuria,18_3_0,13_0_0,False,87_305,152_344,0,215,Decision - Unanimous,5,300,24-Jun-23,Men's Bout,Ilia Topuria,26.705
David Onama,Gabriel Santos,10_2_0,10_1_0,False,53_104,39_73,173,91,KO/TKO,2,253,24-Jun-23,Men's Bout,David Onama,25.397
Randy Brown,Wellington Turman,16_5_0,18_6_0,False,64_134,55_105,167,185,Decision - Unanimous,3,300,24-Jun-23,Men's Bout,Randy Brown,17.161
Austen Lane,Justin Tafa,16_5_0,18_6_0,False,3_5,0_3,0,0,Could Not Continue,1,29,24-Jun-23,Men's Bout,,20.389
Amanda Ribas,Maycee Barber,11_3_0,12_2_0,False,35_74,81_124,145,82,KO/TKO,2,222,24-Jun-23,Women's Bout,Maycee Barber,21.371
Tabatha Ricci,Gillian Robertson,8_2_0,12_7_0,False,100_315,76_219,38,26,Decision - Unanimous,3,300,24-Jun-23,Women's Bout,Tabatha Ricci,20.367
Zhalgas Zhumagulov,Joshua Van,14_8_0,8_1_0,False,103_287,120_234,70,1,Decision - Split,3,300,24-Jun-23,Men's Bout,Joshua Van,25.207
Cody Brundage,Sedriques Dumas,9_4_0,8_1_0,False,3_10,17_22,113,668,Decision - Unanimous,3,300,24-Jun-23,Men's Bout,Sedriques Dumas,13.77
Trevor Peek,Chepe Mariscal,9_0_0,14_6_1,False,51_125,71_117,83,329,Decision - Unanimous,3,300,24-Jun-23,Men's Bout,Chepe Mariscal,22.655
Jamall Emmers,Jack Jenkins,20_6_0,11_3_0,False,57_155,59_119,257,15,Decision - Split,3,300,24-Jun-23,Men's Bout,Jack Jenkins,17.211
Manuel Torres,Nikolas Motta,13_2_0,13_4_0,False,13_17,7_14,1,0,KO/TKO,1,110,17-Jun-23,Men's Bout,Manuel Torres,29.723
Kyung Ho Kang,Cristian Quinonez,18_10_0,18_3_0,False,22_37,13_29,40,0,Submission,1,145,17-Jun-23,Men's Bout,Kyung Ho Kang,22.257
Nicolas Dalby,Muslim Salikhov,22_4_1,19_3_0,False,86_140,57_88,396,55,Decision - Unanimous,3,300,17-Jun-23,Men's Bout,Nicolas Dalby,21.694
Marvin Vettori,Jared Cannonier,19_6_1,16_6_0,False,153_301,241_411,28,187,Decision - Unanimous,5,300,17-Jun-23,Men's Bout,Jared Cannonier,21.544
Pat Sabatini,Lucas Almeida,17_5_0,14_1_0,False,27_35,2_4,387,0,Submission,2,108,17-Jun-23,Men's Bout,Pat Sabatini,18.769
Armen Petrosyan,Christian Leroy Duncan,8_2_0,8_0_0,False,89_156,59_122,201,69,Decision - Unanimous,3,300,17-Jun-23,Men's Bout,Armen Petrosyan,29.051
Arman Tsarukyan,Joaquim Silva,19_3_0,12_4_0,False,80_115,23_41,541,0,KO/TKO,3,205,17-Jun-23,Men's Bout,Arman Tsarukyan,18.845
Jimmy Flick,Alessandro Costa,16_6_0,12_4_0,False,14_37,65_91,14,50,KO/TKO,2,63,17-Jun-23,Men's Bout,Alessandro Costa,19.329
Zac Pauga,Modestas Bukauskas,7_1_0,14_6_0,False,67_117,56_112,137,80,Decision - Unanimous,3,300,17-Jun-23,Men's Bout,Modestas Bukauskas,25.886
Carlos Hernandez,Denys Bondar,8_2_0,16_4_0,False,102_233,76_170,40,29,Decision - Unanimous,3,299,17-Jun-23,Men's Bout,Carlos Hernandez,22.849
Tereza Bleda,Gabriella Fernandes,6_1_0,8_2_0,False,57_99,23_47,651,10,Decision - Unanimous,3,300,17-Jun-23,Women's Bout,Tereza Bleda,20.921
Dan Argueta,Ronnie Lawrence,6_1_0,8_2_0,False,4_4,1_2,128,3,Overturned,1,140,17-Jun-23,Men's Bout,,21.889
Mike Malott,Adam Fugitt,9_1_1,9_3_0,False,19_41,9_28,86,7,Submission,2,66,10-Jun-23,Men's Bout,Mike Malott,21.771
Amanda Nunes,Irene Aldana,22_5_0,14_6_0,False,142_267,41_143,420,10,Decision - Unanimous,5,300,10-Jun-23,Women's Title Bout,Amanda Nunes,17.363
Nassourdine Imavov,Chris Curtis,22_5_0,14_6_0,False,57_84,26_61,142,0,Could Not Continue,2,184,10-Jun-23,Men's Bout,,20.358
Marc-Andre Barriault,Eryk Anders,15_6_0,15_7_0,False,95_192,83_169,40,198,Decision - Unanimous,3,300,10-Jun-23,Men's Bout,Marc-Andre Barriault,19.006
Aiemann Zahabi,Aoriqileng,9_2_0,25_9_0,False,5_8,5_5,3,0,KO/TKO,1,64,10-Jun-23,Men's Bout,Aiemann Zahabi,27.985
Charles Oliveira,Beneil Dariush,33_9_0,22_4_1,False,26_36,12_28,31,164,KO/TKO,1,250,10-Jun-23,Men's Bout,Charles Oliveira,14.763
Dan Ige,Nate Landwehr,16_7_0,17_4_0,False,88_184,74_195,41,26,Decision - Unanimous,3,300,10-Jun-23,Men's Bout,Dan Ige,20.746
Miranda Maverick,Jasmine Jasudavicius,13_4_0,8_3_0,False,63_127,67_158,7,455,Decision - Unanimous,3,300,10-Jun-23,Women's Bout,Jasmine Jasudavicius,14.919
Kyle Nelson,Blake Bilder,14_5_1,8_0_1,False,59_126,45_120,141,165,Decision - Unanimous,3,300,10-Jun-23,Men's Bout,Kyle Nelson,22.106
Diana Belbita,Maria Oliveira,14_8_0,13_6_0,False,106_208,64_168,124,246,Decision - Unanimous,3,300,10-Jun-23,Women's Bout,Diana Belbita,16.18
David Dvorak,Steve Erceg,20_5_0,10_1_0,False,53_114,54_140,117,89,Decision - Unanimous,3,300,10-Jun-23,Men's Bout,Steve Erceg,24.029
Alex Caceres,Daniel Pineda,20_14_0,28_14_0,False,60_99,27_56,266,237,Decision - Unanimous,3,300,3-Jun-23,Men's Bout,Alex Caceres,16.277
Karine Silva,Ketlen Souza,15_4_0,13_3_0,False,3_10,0_0,81,0,Submission,1,105,3-Jun-23,Women's Bout,Karine Silva,7.287
Andrei Arlovski,Don'Tale Mayes,34_21_0,9_6_0,False,24_56,25_87,0,2,KO/TKO,2,197,3-Jun-23,Men's Bout,Don'Tale Mayes,20.015
Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,17_3_1,23_7_1,False,29_54,42_113,376,15,Decision - Split,3,300,3-Jun-23,Men's Bout,Elizeu Zaleski dos Santos,17.985
Jim Miller,Jesse Butler,35_17_0,12_4_0,False,3_5,1_7,0,0,KO/TKO,1,23,3-Jun-23,Men's Bout,Jim Miller,21.063
Tim Elliott,Victor Altamirano,19_13_1,12_2_0,False,28_57,19_39,673,64,Decision - Unanimous,3,300,3-Jun-23,Men's Bout,Tim Elliott,14.573
Kai Kara-France,Amir Albazi,24_10_0,16_1_0,False,99_283,43_145,58,370,Decision - Split,5,300,3-Jun-23,Men's Bout,Amir Albazi,21.284
Daniel Santos,Johnny Munoz,11_2_0,12_3_0,False,50_91,18_39,647,79,Decision - Unanimous,3,300,3-Jun-23,Men's Bout,Daniel Santos,16.169
John Castaneda,Muin Gafurov,20_6_0,18_5_0,False,40_88,61_157,256,115,Decision - Unanimous,3,300,3-Jun-23,Men's Bout,John Castaneda,15.438
Da'Mon Blackshear,Luan Lacerda,12_5_1,12_2_0,False,66_135,28_64,134,26,KO/TKO,2,234,3-Jun-23,Men's Bout,Da'Mon Blackshear,21.554
Jamie Mullarkey,Muhammad Naimov,17_5_0,9_2_0,False,39_71,28_70,148,1,KO/TKO,2,179,3-Jun-23,Men's Bout,Muhammad Naimov,21.079
Philipe Lins,Maxim Grishin,16_5_0,32_9_2,False,45_106,41_80,504,36,Decision - Unanimous,3,300,3-Jun-23,Men's Bout,Philipe Lins,13.258
Elise Reed,Jinh Yu Frey,6_4_0,11_9_0,False,53_120,28_91,89,249,Decision - Unanimous,3,300,3-Jun-23,Women's Bout,Elise Reed,15.063
Andre Fialho,Joaquin Buckley,16_7_0,16_6_0,False,22_51,26_89,7,23,KO/TKO,2,255,20-May-23,Men's Bout,Joaquin Buckley,19.379
Emily Ducote,Loopy Godinez,13_7_0,11_3_0,False,112_270,132_246,11,13,Decision - Unanimous,3,300,20-May-23,Men's Bout,Loopy Godinez,22.153
 Maheshate,Viacheslav Borshchev,7_3_0,6_3_1,False,32_109,85_148,0,9,KO/TKO,2,157,20-May-23,Men's Bout,Viacheslav Borshchev,19.781
Mackenzie Dern,Angela Hill,12_4_0,16_12_0,False,126_210,66_108,792,431,Decision - Unanimous,5,300,20-May-23,Women's Bout,Mackenzie Dern,13.395
Karolina Kowalkiewicz,Vanessa Demopoulos,15_7_0,10_4_0,False,139_237,68_221,112,0,Decision - Unanimous,3,300,20-May-23,Women's Bout,Karolina Kowalkiewicz,20.546
Orion Cosce,Gilbert Urbina,8_1_0,6_3_0,False,16_32,51_82,5,186,KO/TKO,2,175,20-May-23,Men's Bout,Gilbert Urbina,23.433
Edmen Shahbazyan,Anthony Hernandez,12_3_0,10_2_0,False,30_51,63_88,41,431,KO/TKO,3,61,20-May-23,Men's Bout,Anthony Hernandez,19.11
Diego Ferreira,Michael Johnson,17_5_0,22_18_0,False,30_71,32_58,1,0,KO/TKO,2,110,20-May-23,Men's Bout,Diego Ferreira,21.996
Chase Hooper,Nick Fiore,11_3_1,6_1_0,False,149_245,51_90,234,287,Decision - Unanimous,3,300,20-May-23,Men's Bout,Chase Hooper,22.082
Ilir Latifi,Rodrigo Nascimento,17_8_0,10_1_0,False,49_77,68_152,230,0,Decision - Split,3,300,20-May-23,Men's Bout,Rodrigo Nascimento,26.5
Natalia Silva,Victoria Leonardo,14_5_1,9_5_0,False,20_45,7_18,16,0,KO/TKO,1,178,20-May-23,Women's Bout,Natalia Silva,19.896
Takashi Sato,Themba Gorimbo,16_6_0,10_4_0,False,30_47,33_56,141,675,Decision - Unanimous,3,300,20-May-23,Men's Bout,Themba Gorimbo,12.467
Matt Brown,Court McGee,25_19_0,22_11_0,False,11_15,8_31,2,117,KO/TKO,1,249,13-May-23,Men's Bout,Matt Brown,16.378
Carlos Ulberg,Ihor Potieria,9_1_0,19_3_0,False,13_21,5_9,8,0,KO/TKO,1,129,13-May-23,Men's Bout,Carlos Ulberg,32.357
Jairzinho Rozenstruik,Jailton Almeida,13_4_0,19_2_0,False,0_2,4_7,0,189,Submission,1,223,13-May-23,Men's Bout,Jailton Almeida,7.645
Cody Stamann,Douglas Silva de Andrade,21_5_1,28_5_0,False,54_139,61_178,119,0,Decision - Unanimous,3,300,13-May-23,Men's Bout,Douglas Silva de Andrade,18.48
Tim Means,Alex Morono,33_14_1,22_9_0,False,40_87,33_92,46,0,Submission,2,129,13-May-23,Men's Bout,Alex Morono,19.606
Daniel Rodriguez,Ian Garry,17_3_0,11_0_0,False,7_25,23_46,0,10,KO/TKO,1,177,13-May-23,Men's Bout,Ian Garry,28.036
Anthony Smith,Johnny Walker,37_17_0,20_7_0,False,38_92,92_192,82,32,Decision - Unanimous,3,300,13-May-23,Men's Bout,Johnny Walker,19.61
Bryan Battle,Gabe Green,10_2_0,11_4_0,False,3_9,6_12,3,0,KO/TKO,1,14,13-May-23,Men's Bout,Bryan Battle,20.302
Karl Williams,Chase Sherman,8_1_0,16_11_0,False,70_165,54_158,155,12,Decision - Unanimous,3,300,13-May-23,Men's Bout,Karl Williams,23.379
Jessica-Rose Clark,Tainara Lisboa,11_8_0,6_2_0,False,26_60,42_83,456,129,Submission,3,260,13-May-23,Women's Bout,Tainara Lisboa,13.639
Ji Yeon Kim,Mandy Bohm,9_6_2,7_2_0,False,10_36,17_31,344,245,Decision - Split,3,115,13-May-23,Women's Bout,Mandy Bohm,9.892
Jessica Andrade,Yan Xiaonan,25_10_0,16_3_0,False,12_32,26_36,0,2,KO/TKO,1,140,6-May-23,Women's Bout,Yan Xiaonan,23.6
Movsar Evloev,Diego Lopes,16_0_0,22_5_0,False,88_129,37_69,510,41,Decision - Unanimous,3,300,6-May-23,Men's Bout,Movsar Evloev,23.973
Drew Dober,Matt Frevola,27_11_0,10_4_1,False,20_59,35_75,0,8,KO/TKO,1,248,6-May-23,Men's Bout,Matt Frevola,19.717
Aljamain Sterling,Henry Cejudo,22_3_0,16_2_0,False,135_210,99_174,240,306,Decision - Split,5,300,6-May-23,Men's Title Bout,Aljamain Sterling,27.436
Kron Gracie,Charles Jourdain,5_1_0,14_6_1,False,32_57,80_168,43,408,Decision - Unanimous,3,300,6-May-23,Men's Bout,Charles Jourdain,21.231
Belal Muhammad,Gilbert Burns,22_3_0,22_5_0,False,132_283,81_147,0,0,Decision - Unanimous,5,300,6-May-23,Men's Bout,Belal Muhammad,25.734
Kennedy Nzechukwu,Devin Clark,11_3_0,14_7_0,False,62_81,36_58,222,64,Submission,2,148,6-May-23,Men's Bout,Kennedy Nzechukwu,18.524
Khaos Williams,Rolando Bedoya,13_3_0,14_2_0,False,130_283,149_209,73,7,Decision - Split,3,300,6-May-23,Men's Bout,Khaos Williams,27.218
Braxton Smith,Parker Porter,5_1_0,13_9_0,False,14_29,25_37,0,27,KO/TKO,1,130,6-May-23,Men's Bout,Parker Porter,25.318
Joseph Holmes,Claudio Ribeiro,8_3_0,10_3_0,False,17_24,37_63,150,187,KO/TKO,2,201,6-May-23,Men's Bout,Claudio Ribeiro,16.959
Marina Rodriguez,Virna Jandiroba,17_2_2,18_3_0,False,33_62,27_43,5,722,Decision - Unanimous,3,300,6-May-23,Women's Bout,Virna Jandiroba,18.405
Phil Hawes,Ikram Aliskerov,12_4_0,14_1_0,False,17_28,20_33,0,0,KO/TKO,1,130,6-May-23,Men's Bout,Ikram Aliskerov,31.304
Cody Durden,Charles Johnson,14_4_1,13_4_0,False,56_99,52_101,573,8,Decision - Unanimous,3,300,29-Apr-23,Men's Bout,Cody Durden,14.769
Rodolfo Vieira,Cody Brundage,8_2_0,9_3_0,False,10_15,20_29,259,64,Submission,2,88,29-Apr-23,Men's Bout,Rodolfo Vieira,16.66
Caio Borralho,Michal Oleksiejczuk,14_1_0,19_5_0,False,34_55,30_65,159,13,Submission,2,169,29-Apr-23,Men's Bout,Caio Borralho,25.178
Marcos Rogerio de Lima,Waldo Cortes-Acosta,20_9_1,10_0_0,False,59_76,82_150,301,34,Decision - Unanimous,3,300,29-Apr-23,Men's Bout,Marcos Rogerio de Lima,28.387
Song Yadong,Ricky Simon,19_7_1,20_3_0,False,105_228,60_139,27,51,KO/TKO,5,70,29-Apr-23,Men's Bout,Song Yadong,23.62
Julian Erosa,Fernando Padilla,28_11_0,14_5_0,False,15_24,20_29,0,2,KO/TKO,1,101,29-Apr-23,Men's Bout,Fernando Padilla,25.377
Martin Buday,Jake Collier,11_1_0,13_9_0,False,98_177,94_207,105,271,Decision - Unanimous,3,300,29-Apr-23,Men's Bout,Martin Buday,23.317
Journey Newson,Marcus McGhee,10_4_0,6_1_0,False,13_46,25_53,63,31,Submission,2,123,29-Apr-23,Men's Bout,Marcus McGhee,21.305
Josh Quinlan,Trey Waters,6_0_0,7_1_0,False,50_128,104_203,54,27,Decision - Unanimous,3,300,29-Apr-23,Men's Bout,Trey Waters,32.497
Stephanie Egger,Irina Alekseeva,8_3_0,4_2_0,False,9_24,18_44,0,0,Submission,1,131,29-Apr-23,Women's Bout,Irina Alekseeva,20.304
