R_fighter                 ,B_fighter                 ,R_record  ,B_record  ,Rematch ,R_KD ,B_KD ,R_SIG_STR. ,B_SIG_STR. ,R_TOTAL_STR. ,B_TOTAL_STR. ,R_TD     ,B_TD     ,R_SUB_ATT ,B_SUB_ATT ,R_CTRL ,B_CTRL ,R_HEAD  ,B_HEAD  ,win_by                  ,last_round ,last_round_time ,Format               ,date      ,Fight_type         ,Winner
Sijara Eubanks            ,Lauren Murphy             ,3_2_0     ,10_3_0    ,False   ,   0 ,   0 ,75_213     ,49_125     ,96_238       ,71_147       ,2 of 4   ,0 of 2   ,        0 ,        0 ,   290 ,    10 ,51_179  ,35_101  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Women's Bout       ,Sijara Eubanks
Jake Ellenberger          ,Ben Saunders              ,31_13_0   ,21_9_2    ,False   ,   0 ,   1 ,5_9        ,10_21      ,7_12         ,11_22        ,0 of 0   ,0 of 0   ,        0 ,        0 ,    40 ,     0 ,4_8     ,7_17    ,KO/TKO                  ,         1 ,            116 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,Ben Saunders
Julio Arce                ,Daniel Teymur             ,14_2_0    ,6_1_0     ,False   ,   0 ,   0 ,63_178     ,37_102     ,80_199       ,39_105       ,0 of 1   ,0 of 2   ,        1 ,        0 ,    80 ,    92 ,37_141  ,5_47    ,Submission              ,         3 ,            175 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,Julio Arce
Nik Lentz                 ,David Teymur              ,28_8_2    ,7_1_0     ,False   ,   0 ,   0 ,61_144     ,67_187     ,63_146       ,72_192       ,0 of 5   ,0 of 0   ,        0 ,        0 ,    44 ,     6 ,31_107  ,31_141  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,David Teymur
Walt Harris               ,Daniel Spitz              ,10_7_0    ,6_1_0     ,False   ,   1 ,   0 ,29_79      ,17_42      ,30_80        ,17_42        ,0 of 0   ,0 of 0   ,        0 ,        0 ,    10 ,     0 ,19_61   ,1_17    ,KO/TKO                  ,         2 ,            299 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,Walt Harris
Gian Villante             ,Sam Alvey                 ,16_9_0    ,32_10_0   ,False   ,   0 ,   1 ,50_133     ,53_122     ,50_133       ,59_128       ,0 of 0   ,0 of 0   ,        0 ,        0 ,     6 ,     0 ,20_91   ,40_104  ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,Sam Alvey
Jarred Brooks             ,Jose Torres               ,12_1_0    ,7_0_0     ,False   ,   0 ,   0 ,31_69      ,22_62      ,42_80        ,25_65        ,2 of 5   ,1 of 3   ,        0 ,        0 ,   193 ,    42 ,17_53   ,14_51   ,KO/TKO                  ,         2 ,            175 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,Jose Torres
Desmond Green             ,Gleison Tibau             ,20_7_0    ,33_13_0   ,False   ,   0 ,   0 ,77_191     ,28_178     ,77_191       ,29_179       ,0 of 0   ,0 of 3   ,        0 ,        0 ,     0 ,     0 ,61_160  ,20_159  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,Desmond Green
Johnny Eduardo            ,Nathaniel Wood            ,28_11_0   ,13_4_0    ,False   ,   0 ,   0 ,37_88      ,33_97      ,37_88        ,33_97        ,0 of 1   ,0 of 0   ,        0 ,        1 ,     3 ,    41 ,27_72   ,20_73   ,Submission              ,         2 ,            138 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,Nathaniel Wood
Belal Muhammad            ,Chance Rencountre         ,13_2_0    ,12_2_0    ,False   ,   0 ,   0 ,70_130     ,16_123     ,88_149       ,16_123       ,3 of 4   ,0 of 3   ,        1 ,        0 ,   123 ,     0 ,45_99   ,8_102   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,1-Jun-18  ,Men's Bout         ,Belal Muhammad
Claudio Silva             ,Nordine Taleb             ,11_1_0    ,14_4_0    ,False   ,   0 ,   0 ,18_39      ,6_12       ,25_51        ,6_12         ,1 of 3   ,1 of 2   ,        1 ,        0 ,   108 ,    11 ,11_27   ,1_6     ,Submission              ,         1 ,            271 ,3 Rnd (5-5-5)        ,27-May-18 ,Men's Bout         ,Claudio Silva
Neil Magny                ,Craig White               ,20_7_0    ,14_7_0    ,False   ,   1 ,   0 ,18_29      ,6_17       ,40_53        ,13_28        ,0 of 2   ,0 of 2   ,        0 ,        0 ,   117 ,   109 ,14_22   ,1_10    ,KO/TKO                  ,         1 ,            272 ,3 Rnd (5-5-5)        ,27-May-18 ,Men's Bout         ,Neil Magny
Arnold Allen              ,Mads Burnell              ,12_1_0    ,9_2_0     ,False   ,   0 ,   0 ,29_90      ,20_56      ,38_101       ,70_120       ,0 of 0   ,6 of 12  ,        1 ,        0 ,     9 ,   464 ,21_76   ,13_46   ,Submission              ,         3 ,            161 ,3 Rnd (5-5-5)        ,27-May-18 ,Men's Bout         ,Arnold Allen
Eric Spicely              ,Darren Stewart            ,12_4_0    ,7_4_0     ,False   ,   0 ,   1 ,15_75      ,34_90      ,19_79        ,34_90        ,0 of 4   ,0 of 0   ,        0 ,        0 ,    63 ,    15 ,11_66   ,26_80   ,KO/TKO                  ,         2 ,            107 ,3 Rnd (5-5-5)        ,27-May-18 ,Men's Bout         ,Darren Stewart
Daniel Kelly              ,Tom Breese                ,13_3_0    ,10_1_0    ,False   ,   0 ,   1 ,6_28       ,23_44      ,6_28         ,23_44        ,0 of 0   ,0 of 0   ,        0 ,        0 ,     0 ,     1 ,1_19    ,21_41   ,KO/TKO                  ,         1 ,            213 ,3 Rnd (5-5-5)        ,27-May-18 ,Men's Bout         ,Tom Breese
Lina Lansberg             ,Gina Mazany               ,7_3_0     ,6_1_0     ,False   ,   0 ,   0 ,40_75      ,38_89      ,81_125       ,112_178      ,1 of 1   ,2 of 2   ,        0 ,        0 ,   451 ,   181 ,13_44   ,10_51   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,27-May-18 ,Women's Bout       ,Lina Lansberg
Stephen Thompson          ,Darren Till               ,14_2_1    ,16_0_1    ,False   ,   0 ,   1 ,30_126     ,38_126     ,31_127       ,40_129       ,0 of 1   ,0 of 0   ,        0 ,        0 ,     0 ,    14 ,8_92    ,18_87   ,Decision - Unanimous    ,         5 ,            300 ,5 Rnd (5-5-5-5-5)    ,27-May-18 ,Men's Bout         ,Darren Till
Jason Knight              ,Makwan Amirkhani          ,20_3_0    ,13_3_0    ,False   ,   2 ,   0 ,29_88      ,27_62      ,64_124       ,32_68        ,0 of 1   ,3 of 5   ,        1 ,        0 ,   414 ,    14 ,10_52   ,25_60   ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,27-May-18 ,Men's Bout         ,Makwan Amirkhani
Elias Theodorou           ,Trevor Smith              ,14_2_0    ,15_7_0    ,False   ,   0 ,   0 ,77_138     ,41_81      ,140_203      ,82_123       ,0 of 0   ,3 of 11  ,        0 ,        0 ,   241 ,   262 ,37_83   ,14_48   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,27-May-18 ,Men's Bout         ,Elias Theodorou
Brad Scott                ,Carlo Pedersoli Jr.       ,11_5_0    ,10_1_0    ,False   ,   1 ,   0 ,58_155     ,67_179     ,63_160       ,68_181       ,0 of 0   ,3 of 4   ,        0 ,        0 ,     1 ,    86 ,32_104  ,39_137  ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,27-May-18 ,Men's Bout         ,Carlo Pedersoli Jr.
Gillian Robertson         ,Molly McCann              ,4_2_0     ,7_1_0     ,False   ,   0 ,   0 ,17_50      ,10_33      ,26_60        ,10_33        ,2 of 4   ,0 of 0   ,        1 ,        0 ,   272 ,     2 ,16_49   ,10_32   ,Submission              ,         2 ,            125 ,3 Rnd (5-5-5)        ,27-May-18 ,Women's Bout       ,Gillian Robertson
Jared Cannonier           ,Dominick Reyes            ,10_3_0    ,8_0_0     ,False   ,   0 ,   1 ,6_21       ,20_52      ,10_26        ,21_53        ,0 of 0   ,0 of 1   ,        0 ,        0 ,     0 ,     0 ,4_18    ,7_33    ,KO/TKO                  ,         1 ,            175 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Dominick Reyes
Veronica Hardy            ,Andrea Lee                ,5_1_1     ,8_2_0     ,False   ,   0 ,   0 ,24_73      ,56_93      ,42_100       ,87_131       ,1 of 1   ,3 of 5   ,        1 ,        2 ,   103 ,   484 ,17_60   ,17_37   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-May-18 ,Women's Bout       ,Andrea Lee
Demian Maia               ,Kamaru Usman              ,25_8_0    ,12_2_0    ,False   ,   0 ,   1 ,27_87      ,66_209     ,33_94        ,97_244       ,0 of 15  ,0 of 0   ,        0 ,        0 ,   121 ,   259 ,26_85   ,49_181  ,Decision - Unanimous    ,         5 ,            300 ,5 Rnd (5-5-5-5-5)    ,19-May-18 ,Men's Bout         ,Kamaru Usman
Brandon Moreno            ,Alexandre Pantoja         ,15_4_0    ,18_3_0    ,False   ,   0 ,   0 ,45_133     ,79_168     ,50_140       ,96_187       ,2 of 7   ,0 of 0   ,        0 ,        0 ,    16 ,    72 ,32_113  ,58_133  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Alexandre Pantoja
Diego Rivas               ,Guido Cannetti            ,10_1_0    ,7_4_0     ,False   ,   0 ,   0 ,22_46      ,25_53      ,26_50        ,44_75        ,2 of 5   ,1 of 3   ,        1 ,        1 ,   183 ,   356 ,10_23   ,12_35   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Guido Cannetti
Zak Cummings              ,Michel Prazeres           ,21_5_0    ,24_2_0    ,False   ,   0 ,   0 ,28_92      ,30_76      ,62_128       ,32_78        ,0 of 0   ,3 of 9   ,        0 ,        0 ,   133 ,   164 ,12_64   ,20_59   ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Michel Prazeres
Vicente Luque             ,Chad Laprise              ,12_6_1    ,13_2_0    ,False   ,   1 ,   0 ,14_35      ,13_29      ,14_35        ,14_30        ,0 of 0   ,0 of 1   ,        0 ,        0 ,     0 ,    51 ,9_26    ,6_21    ,KO/TKO                  ,         1 ,            256 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Vicente Luque
Enrique Barzola           ,Brandon Davis             ,15_3_1    ,13_4_0    ,False   ,   0 ,   0 ,51_94      ,29_87      ,89_149       ,39_102       ,10 of 15 ,0 of 1   ,        1 ,        0 ,   433 ,    53 ,33_72   ,18_72   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Enrique Barzola
Poliana Botelho           ,Syuri Kondo               ,6_1_0     ,6_0_0     ,False   ,   1 ,   0 ,9_13       ,2_3        ,9_13         ,2_3          ,0 of 0   ,0 of 0   ,        0 ,        0 ,     5 ,     0 ,7_10    ,0_1     ,KO/TKO                  ,         1 ,             33 ,3 Rnd (5-5-5)        ,19-May-18 ,Women's Bout       ,Poliana Botelho
Gabriel Benitez           ,Humberto Bandenay         ,20_7_0    ,14_4_0    ,False   ,   1 ,   0 ,9_19       ,2_2        ,9_19         ,2_2          ,1 of 1   ,0 of 0   ,        0 ,        1 ,    24 ,     0 ,7_17    ,1_1     ,KO/TKO                  ,         1 ,             39 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Gabriel Benitez
Alexa Grasso              ,Tatiana Suarez            ,10_1_1    ,6_0_0     ,False   ,   0 ,   0 ,6_8        ,2_9        ,21_23        ,4_11         ,0 of 0   ,2 of 3   ,        0 ,        1 ,     0 ,   101 ,4_5     ,1_7     ,Submission              ,         1 ,            164 ,3 Rnd (5-5-5)        ,19-May-18 ,Women's Bout       ,Tatiana Suarez
Henry Briones             ,Frankie Saenz             ,16_7_1    ,12_5_0    ,False   ,   0 ,   1 ,44_104     ,66_120     ,58_123       ,84_138       ,0 of 0   ,4 of 10  ,        1 ,        0 ,     8 ,   250 ,25_82   ,36_81   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Frankie Saenz
Claudio Puelles           ,Felipe Silva              ,8_2_0     ,8_1_0     ,False   ,   0 ,   1 ,16_49      ,70_130     ,16_49        ,103_171      ,2 of 7   ,1 of 1   ,        1 ,        0 ,    88 ,   172 ,11_41   ,48_101  ,Submission              ,         3 ,            143 ,3 Rnd (5-5-5)        ,19-May-18 ,Men's Bout         ,Claudio Puelles
Amanda Nunes              ,Raquel Pennington         ,15_4_0    ,9_6_0     ,False   ,   0 ,   0 ,124_254    ,64_169     ,152_288      ,79_186       ,3 of 4   ,1 of 8   ,        0 ,        0 ,   269 ,   133 ,72_171  ,49_148  ,KO/TKO                  ,         5 ,            156 ,5 Rnd (5-5-5-5-5)    ,12-May-18 ,Women's Title Bout ,Amanda Nunes
Mackenzie Dern            ,Amanda Cooper             ,6_1_0     ,3_3_0     ,False   ,   1 ,   0 ,15_32      ,6_25       ,16_33        ,6_25         ,0 of 0   ,0 of 0   ,        1 ,        0 ,     9 ,     0 ,14_30   ,5_24    ,Submission              ,         1 ,            147 ,3 Rnd (5-5-5)        ,12-May-18 ,Women's Bout       ,Mackenzie Dern
Cezar Ferreira            ,Karl Roberson             ,12_6_0    ,6_0_0     ,False   ,   0 ,   0 ,5_6        ,4_6        ,14_16        ,20_26        ,2 of 3   ,0 of 0   ,        1 ,        0 ,   260 ,     0 ,4_5     ,3_5     ,Submission              ,         1 ,            285 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Cezar Ferreira
Elizeu Zaleski dos Santos ,Sean Strickland           ,18_5_1    ,20_2_0    ,False   ,   1 ,   0 ,15_58      ,14_36      ,18_63        ,14_36        ,0 of 1   ,0 of 0   ,        0 ,        0 ,     6 ,     0 ,9_41    ,13_35   ,KO/TKO                  ,         1 ,            220 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Elizeu Zaleski dos Santos
Davi Ramos                ,Nick Hein                 ,7_2_0     ,14_2_0    ,False   ,   0 ,   0 ,6_12       ,1_6        ,13_21        ,1_6          ,1 of 1   ,0 of 0   ,        1 ,        0 ,   130 ,     7 ,5_9     ,1_6     ,Submission              ,         1 ,            255 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Davi Ramos
Vitor Belfort             ,Lyoto Machida             ,26_13_0   ,23_8_0    ,False   ,   0 ,   1 ,2_12       ,11_22      ,2_12         ,11_22        ,0 of 0   ,0 of 0   ,        0 ,        0 ,     0 ,     0 ,2_11    ,2_8     ,KO/TKO                  ,         2 ,             60 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Lyoto Machida
Jacare Souza              ,Kelvin Gastelum           ,25_5_0    ,15_3_0    ,False   ,   0 ,   1 ,64_115     ,53_145     ,78_129       ,57_149       ,1 of 9   ,0 of 0   ,        1 ,        0 ,   208 ,    35 ,42_84   ,44_133  ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Kelvin Gastelum
Aleksei Oleinik           ,Junior Albini             ,55_11_1   ,14_3_0    ,False   ,   0 ,   0 ,10_17      ,10_15      ,10_17        ,10_15        ,0 of 3   ,1 of 1   ,        1 ,        0 ,    15 ,    12 ,6_12    ,7_11    ,Submission              ,         1 ,            105 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Aleksei Oleinik
Warlley Alves             ,Sultan Aliev              ,12_3_0    ,14_2_0    ,False   ,   0 ,   0 ,29_50      ,12_28      ,54_78        ,14_30        ,0 of 1   ,1 of 3   ,        0 ,        0 ,   204 ,   127 ,7_20    ,10_24   ,TKO - Doctor's Stoppage ,         2 ,            300 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Warlley Alves
John Lineker              ,Brian Kelleher            ,30_8_0    ,19_8_0    ,False   ,   2 ,   0 ,102_233    ,50_137     ,113_244      ,58_147       ,0 of 0   ,1 of 6   ,        1 ,        0 ,    67 ,    43 ,65_173  ,41_112  ,KO/TKO                  ,         3 ,            223 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,John Lineker
Markus Perez              ,James Bochnovic           ,10_1_0    ,8_2_0     ,False   ,   0 ,   0 ,4_4        ,3_6        ,13_16        ,4_8          ,1 of 1   ,0 of 1   ,        2 ,        0 ,   197 ,    59 ,3_3     ,1_3     ,Submission              ,         1 ,            268 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Markus Perez
Thales Leites             ,Jack Hermansson           ,27_8_0    ,16_4_0    ,False   ,   0 ,   0 ,11_17      ,35_56      ,20_27        ,49_71        ,3 of 9   ,3 of 3   ,        3 ,        1 ,   461 ,   126 ,5_11    ,25_43   ,KO/TKO                  ,         3 ,            130 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Jack Hermansson
Alberto Mina              ,Ramazan Emeev             ,13_0_0    ,16_3_0    ,False   ,   0 ,   0 ,12_82      ,39_84      ,16_87        ,54_100       ,1 of 5   ,3 of 6   ,        0 ,        0 ,     5 ,   306 ,5_65    ,28_67   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,12-May-18 ,Men's Bout         ,Ramazan Emeev
David Branch              ,Thiago Santos             ,21_4_0    ,17_5_0    ,False   ,   1 ,   0 ,5_15       ,14_29      ,5_15         ,14_29        ,0 of 1   ,0 of 0   ,        0 ,        0 ,     2 ,     0 ,5_14    ,4_17    ,KO/TKO                  ,         1 ,            150 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,David Branch
Justin Willis             ,Chase Sherman             ,6_1_0     ,14_4_0    ,False   ,   1 ,   0 ,76_109     ,69_137     ,118_153      ,112_180      ,1 of 2   ,0 of 0   ,        0 ,        0 ,   180 ,   122 ,68_101  ,34_90   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Justin Willis
Merab Dvalishvili         ,Ricky Simon               ,7_3_0     ,12_1_0    ,False   ,   1 ,   0 ,61_210     ,34_103     ,82_233       ,38_108       ,6 of 22  ,2 of 7   ,        0 ,        1 ,   162 ,   166 ,42_185  ,25_91   ,Submission              ,         3 ,            300 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Ricky Simon
Frankie Edgar             ,Cub Swanson               ,21_6_1    ,25_8_0    ,True    ,   0 ,   0 ,58_136     ,48_130     ,60_139       ,50_132       ,0 of 8   ,0 of 0   ,        0 ,        0 ,    51 ,     0 ,33_106  ,32_110  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Frankie Edgar
Ryan LaFlare              ,Alex Garcia               ,13_2_0    ,15_4_0    ,False   ,   0 ,   0 ,24_48      ,11_54      ,47_71        ,21_66        ,1 of 6   ,5 of 7   ,        0 ,        0 ,   268 ,   246 ,5_27    ,6_46    ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Ryan LaFlare
Aljamain Sterling         ,Brett Johns               ,14_3_0    ,15_0_0    ,False   ,   0 ,   0 ,89_152     ,27_89      ,117_181      ,56_119       ,3 of 9   ,1 of 5   ,        0 ,        0 ,    82 ,   391 ,40_88   ,23_79   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Aljamain Sterling
Edson Barboza             ,Kevin Lee                 ,20_5_0    ,16_3_0    ,False   ,   0 ,   0 ,51_106     ,142_241    ,64_119       ,233_344      ,0 of 1   ,4 of 9   ,        0 ,        0 ,    10 ,   901 ,26_73   ,138_236 ,TKO - Doctor's Stoppage ,         5 ,            138 ,5 Rnd (5-5-5-5-5)    ,21-Apr-18 ,Men's Bout         ,Kevin Lee
Jim Miller                ,Dan Hooker                ,28_11_0   ,15_7_0    ,False   ,   0 ,   1 ,10_20      ,24_44      ,13_23        ,24_44        ,1 of 2   ,0 of 0   ,        0 ,        0 ,    27 ,    13 ,6_16    ,15_33   ,KO/TKO                  ,         1 ,            180 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Dan Hooker
Corey Anderson            ,Patrick Cummins           ,10_4_0    ,10_4_0    ,False   ,   0 ,   0 ,64_119     ,31_99      ,99_162       ,44_113       ,12 of 13 ,0 of 1   ,        0 ,        0 ,   482 ,    30 ,56_107  ,24_85   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Corey Anderson
Siyar Bahadurzada         ,Luan Chagas               ,23_6_1    ,15_2_1    ,False   ,   1 ,   0 ,33_64      ,11_37      ,61_94        ,31_58        ,1 of 1   ,0 of 1   ,        0 ,        0 ,   100 ,   154 ,20_51   ,7_26    ,KO/TKO                  ,         2 ,            160 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Siyar Bahadurzada
Anthony Rocco Martin      ,Keita Nakamura            ,12_4_0    ,33_8_2    ,False   ,   0 ,   0 ,56_133     ,24_83      ,65_142       ,26_85        ,0 of 0   ,2 of 5   ,        2 ,        0 ,    32 ,    98 ,48_124  ,16_70   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,21-Apr-18 ,Men's Bout         ,Anthony Rocco Martin
Dustin Poirier            ,Justin Gaethje            ,22_5_0    ,18_1_0    ,False   ,   0 ,   0 ,174_351    ,115_212    ,179_357      ,116_213      ,0 of 5   ,0 of 0   ,        0 ,        0 ,     6 ,    64 ,142_314 ,56_143  ,KO/TKO                  ,         4 ,             33 ,5 Rnd (5-5-5-5-5)    ,14-Apr-18 ,Men's Bout         ,Dustin Poirier
Tim Boetsch               ,Antonio Carlos Junior     ,21_11_0   ,10_2_0    ,False   ,   0 ,   0 ,7_18       ,31_48      ,13_24        ,35_52        ,0 of 0   ,1 of 2   ,        0 ,        1 ,     5 ,    90 ,4_14    ,23_40   ,Submission              ,         1 ,            268 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Men's Bout         ,Antonio Carlos Junior
Muslim Salikhov           ,Ricky Rainey              ,13_2_0    ,12_4_0    ,False   ,   1 ,   0 ,25_48      ,19_44      ,26_49        ,21_46        ,0 of 2   ,0 of 1   ,        0 ,        0 ,    20 ,     5 ,10_32   ,6_26    ,KO/TKO                  ,         2 ,            252 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Men's Bout         ,Muslim Salikhov
Michelle Waterson-Gomez   ,Cortney Casey             ,14_7_0    ,7_5_0     ,False   ,   0 ,   0 ,61_84      ,36_96      ,77_103       ,64_126       ,3 of 4   ,0 of 1   ,        0 ,        3 ,   363 ,   102 ,30_49   ,22_79   ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Women's Bout       ,Michelle Waterson-Gomez
Krzysztof Jotko           ,Brad Tavares              ,19_3_0    ,16_5_0    ,False   ,   0 ,   1 ,24_74      ,46_96      ,40_90        ,62_115       ,0 of 3   ,0 of 1   ,        0 ,        0 ,    45 ,   152 ,18_62   ,23_64   ,KO/TKO                  ,         3 ,            136 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Men's Bout         ,Brad Tavares
Israel Adesanya           ,Marvin Vettori            ,12_1_0    ,12_3_1    ,False   ,   0 ,   0 ,57_123     ,46_154     ,67_134       ,60_169       ,0 of 1   ,2 of 6   ,        0 ,        0 ,     0 ,   198 ,31_92   ,20_122  ,Decision - Split        ,         3 ,            300 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Men's Bout         ,Israel Adesanya
Gilbert Burns             ,Dan Moret                 ,12_2_0    ,13_3_0    ,False   ,   1 ,   0 ,31_65      ,20_58      ,39_74        ,20_58        ,2 of 2   ,0 of 0   ,        0 ,        0 ,    84 ,     0 ,22_55   ,10_43   ,KO/TKO                  ,         2 ,             59 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Men's Bout         ,Gilbert Burns
Carlos Condit             ,Alex Oliveira             ,30_11_0   ,18_5_1    ,False   ,   0 ,   0 ,12_18      ,9_23       ,42_49        ,22_37        ,1 of 1   ,3 of 3   ,        1 ,        1 ,   171 ,   224 ,6_12    ,8_22    ,Submission              ,         2 ,            197 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Men's Bout         ,Alex Oliveira
Wilson Reis               ,John Moraga               ,22_8_0    ,18_6_0    ,False   ,   0 ,   0 ,12_61      ,46_91      ,61_127       ,69_116       ,8 of 16  ,0 of 0   ,        0 ,        1 ,   463 ,    42 ,6_52    ,30_73   ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Men's Bout         ,John Moraga
Shana Dobson              ,Lauren Mueller            ,3_1_0     ,4_0_0     ,False   ,   0 ,   0 ,68_206     ,58_156     ,74_213       ,70_171       ,1 of 4   ,2 of 2   ,        0 ,        0 ,    44 ,   168 ,34_158  ,31_119  ,Decision - Unanimous    ,         3 ,            300 ,3 Rnd (5-5-5)        ,14-Apr-18 ,Women's Bout       ,Lauren Mueller
